_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,rate_the_grammarspelling_of_the_translation,orig__channel,orig__city,orig__country,orig__created_at,orig__id,orig__ip,orig__region,orig__started_at,orig__tainted,orig__trust,orig__unit_id,orig__worker_id,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page_gold,check_this_box_if_there_is_text_in_the_photo_gold,is_there_text_on_the_page,is_there_text_on_the_page_gold,rate_the_grammarspelling_of_the_translation_gold,translate_the_text_in_the_photo_as_accurately_as_possible,translate_the_text_in_the_photo_as_accurately_as_possible_gold,url
941238038,4/26/2016 21:09:40,1969610824,4/26/2016 21:09:07,false,neodev,0.8507,11057995,PRT,04,Braga,213.22.91.4,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Caracas,VEN,4/25/2016 00:21:54,1968220236,190.153.31.167,25,4/25/2016 00:19:31,false,1.0,939716665,37119363,,,yes,,,"with a verse and a  pearl, a  plume and a flower",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_0.jpg
941238038,4/26/2016 21:09:49,1969610967,4/26/2016 21:09:02,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Caracas,VEN,4/25/2016 00:21:54,1968220236,190.153.31.167,25,4/25/2016 00:19:31,false,1.0,939716665,37119363,,,yes,,,"with a verse and a  pearl, a  plume and a flower",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_0.jpg
941238038,4/26/2016 21:09:50,1969610984,4/26/2016 21:09:02,false,clixsense,0.8877,36499264,UKR,"","",77.87.158.38,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Caracas,VEN,4/25/2016 00:21:54,1968220236,190.153.31.167,25,4/25/2016 00:19:31,false,1.0,939716665,37119363,,,yes,,,"with a verse and a  pearl, a  plume and a flower",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_0.jpg
941238038,4/26/2016 21:10:14,1969611197,4/26/2016 21:09:23,false,neodev,0.8433,35803101,MEX,09,Mexico,189.178.131.190,,,,neodev,Caracas,VEN,4/25/2016 00:21:54,1968220236,190.153.31.167,25,4/25/2016 00:19:31,false,1.0,939716665,37119363,,,yes,,,"with a verse and a  pearl, a  plume and a flower",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_0.jpg
941238038,4/26/2016 21:11:33,1969612298,4/26/2016 21:09:28,false,neodev,0.813,36529829,DZA,"","",41.97.123.59,,check_this_box_if_there_is_text_in_the_photo,9,neodev,Caracas,VEN,4/25/2016 00:21:54,1968220236,190.153.31.167,25,4/25/2016 00:19:31,false,1.0,939716665,37119363,,,yes,,,"with a verse and a  pearl, a  plume and a flower",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_0.jpg
941238039,4/26/2016 21:11:42,1969612428,4/26/2016 21:11:34,false,neodev,0.8433,35803101,MEX,09,Mexico,189.178.131.190,,,,neodev,Barquisimeto,VEN,4/25/2016 00:20:30,1968219756,190.39.75.3,13,4/25/2016 00:16:04,false,1.0,939716666,36846060,,,yes,,,"The princess didn't lie,
and so, she said the truth:
´´I went to cut my star
in the blue inmensity´´",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238039,4/26/2016 21:12:10,1969612853,4/26/2016 21:11:29,false,neodev,0.9185,12216479,PRT,04,Esposende,144.64.59.201,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Barquisimeto,VEN,4/25/2016 00:20:30,1968219756,190.39.75.3,13,4/25/2016 00:16:04,false,1.0,939716666,36846060,,,yes,,,"The princess didn't lie,
and so, she said the truth:
´´I went to cut my star
in the blue inmensity´´",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238039,4/26/2016 21:12:40,1969613268,4/26/2016 21:11:33,false,tremorgames,0.8256,25197223,HRV,15,Split,94.253.234.240,,,,neodev,Barquisimeto,VEN,4/25/2016 00:20:30,1968219756,190.39.75.3,13,4/25/2016 00:16:04,false,1.0,939716666,36846060,,,yes,,,"The princess didn't lie,
and so, she said the truth:
´´I went to cut my star
in the blue inmensity´´",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238039,4/26/2016 21:13:42,1969614153,4/26/2016 21:11:37,false,elite,0.9117,37091425,BRA,30,Recife,187.58.110.16,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Barquisimeto,VEN,4/25/2016 00:20:30,1968219756,190.39.75.3,13,4/25/2016 00:16:04,false,1.0,939716666,36846060,,,yes,,,"The princess didn't lie,
and so, she said the truth:
´´I went to cut my star
in the blue inmensity´´",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238039,4/26/2016 21:13:43,1969614189,4/26/2016 21:11:30,false,clixsense,0.7883,35792505,SRB,00,Nis,94.228.227.207,,,,neodev,Barquisimeto,VEN,4/25/2016 00:20:30,1968219756,190.39.75.3,13,4/25/2016 00:16:04,false,1.0,939716666,36846060,,,yes,,,"The princess didn't lie,
and so, she said the truth:
´´I went to cut my star
in the blue inmensity´´",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238040,4/26/2016 20:59:26,1969603492,4/26/2016 20:59:16,false,neodev,1.0,31151596,HRV,21,Zagreb,93.141.96.1,,,,neodev,Buenos Aires,ARG,4/25/2016 00:21:38,1968220158,190.173.67.191,07,4/25/2016 00:16:05,false,1.0,939716666,37332140,,,yes,,,"The princess was not lying and this way, it told the truth : ""I was to cutting my star to the blue immensity.  """,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238040,4/26/2016 21:01:01,1969604372,4/26/2016 21:00:50,false,neodev,0.9375,34712671,MEX,14,Guadalajara,189.169.26.237,,,,neodev,Buenos Aires,ARG,4/25/2016 00:21:38,1968220158,190.173.67.191,07,4/25/2016 00:16:05,false,1.0,939716666,37332140,,,yes,,,"The princess was not lying and this way, it told the truth : ""I was to cutting my star to the blue immensity.  """,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238040,4/26/2016 21:32:27,1969626825,4/26/2016 21:02:51,false,clixsense,0.475,30228751,VEN,07,Valencia,190.201.231.56,,check_this_box_if_there_is_text_in_the_photo,9,neodev,Buenos Aires,ARG,4/25/2016 00:21:38,1968220158,190.173.67.191,07,4/25/2016 00:16:05,false,1.0,939716666,37332140,,,yes,,,"The princess was not lying and this way, it told the truth : ""I was to cutting my star to the blue immensity.  """,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238040,4/26/2016 21:36:52,1969629844,4/26/2016 21:33:58,false,elite,0.85,35467348,TUR,07,Antalya,88.228.193.234,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Buenos Aires,ARG,4/25/2016 00:21:38,1968220158,190.173.67.191,07,4/25/2016 00:16:05,false,1.0,939716666,37332140,,,yes,,,"The princess was not lying and this way, it told the truth : ""I was to cutting my star to the blue immensity.  """,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238040,4/26/2016 22:04:55,1969657176,4/26/2016 22:02:13,false,neodev,0.675,33939537,COL,34,Bogotá,186.155.67.96,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Buenos Aires,ARG,4/25/2016 00:21:38,1968220158,190.173.67.191,07,4/25/2016 00:16:05,false,1.0,939716666,37332140,,,yes,,,"The princess was not lying and this way, it told the truth : ""I was to cutting my star to the blue immensity.  """,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238041,4/26/2016 21:09:07,1969610352,4/26/2016 21:08:28,false,neodev,0.8507,11057995,PRT,04,Braga,213.22.91.4,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Pereira,COL,4/25/2016 00:28:15,1968222394,186.0.86.14,24,4/25/2016 00:16:06,false,1.0,939716666,32760717,,,yes,,,"Princess did not lie, and so told the truth: ""I went to cut mine in that blue immensity""",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238041,4/26/2016 21:09:31,1969610664,4/26/2016 21:08:52,false,clixsense,0.8673,34805760,BGR,65,Yambol,87.121.119.118,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Pereira,COL,4/25/2016 00:28:15,1968222394,186.0.86.14,24,4/25/2016 00:16:06,false,1.0,939716666,32760717,,,yes,,,"Princess did not lie, and so told the truth: ""I went to cut mine in that blue immensity""",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238041,4/26/2016 21:09:43,1969610895,4/26/2016 21:08:46,false,neodev,0.9185,12216479,PRT,04,Esposende,144.64.59.201,,check_this_box_if_there_is_text_in_the_photo,7,neodev,Pereira,COL,4/25/2016 00:28:15,1968222394,186.0.86.14,24,4/25/2016 00:16:06,false,1.0,939716666,32760717,,,yes,,,"Princess did not lie, and so told the truth: ""I went to cut mine in that blue immensity""",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238041,4/26/2016 21:09:59,1969611055,4/26/2016 21:08:33,false,personaly,0.8554,33663352,ARG,01,Mar Del Plata,181.168.213.227,,check_this_box_if_there_is_text_in_the_photo,8,neodev,Pereira,COL,4/25/2016 00:28:15,1968222394,186.0.86.14,24,4/25/2016 00:16:06,false,1.0,939716666,32760717,,,yes,,,"Princess did not lie, and so told the truth: ""I went to cut mine in that blue immensity""",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238041,4/26/2016 21:10:27,1969611372,4/26/2016 21:08:57,false,neodev,0.8683,33854160,ROU,34,Suceava,79.112.151.100,,check_this_box_if_there_is_text_in_the_photo,8,neodev,Pereira,COL,4/25/2016 00:28:15,1968222394,186.0.86.14,24,4/25/2016 00:16:06,false,1.0,939716666,32760717,,,yes,,,"Princess did not lie, and so told the truth: ""I went to cut mine in that blue immensity""",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_1.jpg
941238042,4/26/2016 20:59:15,1969603393,4/26/2016 20:59:03,false,neodev,1.0,31151596,HRV,21,Zagreb,93.141.96.1,,,,clixsense,"",PHL,4/25/2016 00:21:30,1968220114,49.147.188.198,"",4/25/2016 00:21:16,false,0.85,939716667,31842759,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238042,4/26/2016 21:01:39,1969604800,4/26/2016 21:00:10,false,clixsense,0.8233,36499736,BRA,08,Fundão,177.71.45.7,,check_this_box_if_there_is_text_in_the_photo,6,clixsense,"",PHL,4/25/2016 00:21:30,1968220114,49.147.188.198,"",4/25/2016 00:21:16,false,0.85,939716667,31842759,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238042,4/26/2016 21:04:18,1969606725,4/26/2016 21:00:35,false,clixsense,0.774,35043167,TUR,17,Çanakkale,78.178.175.92,,check_this_box_if_there_is_text_in_the_photo,7,clixsense,"",PHL,4/25/2016 00:21:30,1968220114,49.147.188.198,"",4/25/2016 00:21:16,false,0.85,939716667,31842759,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238042,4/26/2016 21:04:59,1969607263,4/26/2016 21:00:16,false,clixsense,0.7967,17458507,ESP,51,Málaga,46.37.84.36,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,clixsense,"",PHL,4/25/2016 00:21:30,1968220114,49.147.188.198,"",4/25/2016 00:21:16,false,0.85,939716667,31842759,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238042,4/26/2016 21:10:28,1969611384,4/26/2016 21:02:35,false,clixsense,0.825,35108698,PRT,14,Queluz,5.249.102.96,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,clixsense,"",PHL,4/25/2016 00:21:30,1968220114,49.147.188.198,"",4/25/2016 00:21:16,false,0.85,939716667,31842759,,,no,,,,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238043,4/26/2016 21:09:40,1969610816,4/26/2016 21:09:07,false,neodev,0.8507,11057995,PRT,04,Braga,213.22.91.4,,check_this_box_if_there_is_text_in_the_photo,6,neodev,Mérida,VEN,4/25/2016 00:27:33,1968222240,190.94.231.235,14,4/25/2016 00:21:19,false,0.0,939716667,37321710,,,yes,,,the wanted to make decorating a prendedor,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238043,4/26/2016 21:09:49,1969610970,4/26/2016 21:09:02,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Mérida,VEN,4/25/2016 00:27:33,1968222240,190.94.231.235,14,4/25/2016 00:21:19,false,0.0,939716667,37321710,,,yes,,,the wanted to make decorating a prendedor,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238043,4/26/2016 21:09:50,1969610981,4/26/2016 21:09:02,false,clixsense,0.8877,36499264,UKR,"","",77.87.158.38,,check_this_box_if_there_is_text_in_the_photo,8,neodev,Mérida,VEN,4/25/2016 00:27:33,1968222240,190.94.231.235,14,4/25/2016 00:21:19,false,0.0,939716667,37321710,,,yes,,,the wanted to make decorating a prendedor,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238043,4/26/2016 21:10:14,1969611200,4/26/2016 21:09:23,false,neodev,0.8433,35803101,MEX,09,Mexico,189.178.131.190,,,,neodev,Mérida,VEN,4/25/2016 00:27:33,1968222240,190.94.231.235,14,4/25/2016 00:21:19,false,0.0,939716667,37321710,,,yes,,,the wanted to make decorating a prendedor,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238043,4/26/2016 21:11:33,1969612295,4/26/2016 21:09:28,false,neodev,0.813,36529829,DZA,"","",41.97.123.59,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Mérida,VEN,4/25/2016 00:27:33,1968222240,190.94.231.235,14,4/25/2016 00:21:19,false,0.0,939716667,37321710,,,yes,,,the wanted to make decorating a prendedor,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238044,4/26/2016 21:11:19,1969612098,4/26/2016 21:10:14,false,neodev,0.8433,35803101,MEX,09,Mexico,189.178.131.190,,,,clixsense,"",VEN,4/25/2016 00:32:32,1968223582,200.109.194.207,"",4/25/2016 00:21:19,false,0.6667,939716667,37102375,,,yes,,,I want  to make it decorate a brooch.,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238044,4/26/2016 21:11:29,1969612223,4/26/2016 21:10:13,false,clixsense,0.7883,35792505,SRB,00,Nis,94.228.227.207,,check_this_box_if_there_is_text_in_the_photo,9,clixsense,"",VEN,4/25/2016 00:32:32,1968223582,200.109.194.207,"",4/25/2016 00:21:19,false,0.6667,939716667,37102375,,,yes,,,I want  to make it decorate a brooch.,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238044,4/26/2016 21:11:32,1969612282,4/26/2016 21:10:16,false,tremorgames,0.8256,25197223,HRV,15,Split,94.253.234.240,,,,clixsense,"",VEN,4/25/2016 00:32:32,1968223582,200.109.194.207,"",4/25/2016 00:21:19,false,0.6667,939716667,37102375,,,yes,,,I want  to make it decorate a brooch.,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238044,4/26/2016 21:14:05,1969614476,4/26/2016 21:10:10,false,clixsense,0.7667,36792073,BRA,06,Juazeiro Do Norte,187.79.110.21,,check_this_box_if_there_is_text_in_the_photo,10,clixsense,"",VEN,4/25/2016 00:32:32,1968223582,200.109.194.207,"",4/25/2016 00:21:19,false,0.6667,939716667,37102375,,,yes,,,I want  to make it decorate a brooch.,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238044,4/26/2016 21:15:12,1969615328,4/26/2016 21:10:17,false,neodev,0.86,36662813,ESP,34,Gijón,83.97.232.20,,check_this_box_if_there_is_text_in_the_photo,8,clixsense,"",VEN,4/25/2016 00:32:32,1968223582,200.109.194.207,"",4/25/2016 00:21:19,false,0.6667,939716667,37102375,,,yes,,,I want  to make it decorate a brooch.,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_2.jpg
941238045,4/26/2016 21:11:05,1969611808,4/26/2016 21:10:27,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,neodev,Mérida,VEN,4/25/2016 00:19:11,1968219215,200.109.139.45,14,4/25/2016 00:18:55,false,0.8611,939716668,33359708,,,yes,,,SADASSAD,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
941238045,4/26/2016 21:11:35,1969612329,4/26/2016 21:10:18,false,elite,0.9117,37091425,BRA,"","",191.35.30.224,,check_this_box_if_there_is_text_in_the_photo,1,neodev,Mérida,VEN,4/25/2016 00:19:11,1968219215,200.109.139.45,14,4/25/2016 00:18:55,false,0.8611,939716668,33359708,,,yes,,,SADASSAD,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
941238045,4/26/2016 21:13:17,1969613811,4/26/2016 21:10:24,false,neodev,0.875,36523679,ARG,07,Buenos Aires,201.250.126.114,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Mérida,VEN,4/25/2016 00:19:11,1968219215,200.109.139.45,14,4/25/2016 00:18:55,false,0.8611,939716668,33359708,,,yes,,,SADASSAD,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
941238045,4/26/2016 21:13:56,1969614359,4/26/2016 21:12:29,false,neodev,0.8683,33854160,ROU,34,Suceava,79.112.151.100,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Mérida,VEN,4/25/2016 00:19:11,1968219215,200.109.139.45,14,4/25/2016 00:18:55,false,0.8611,939716668,33359708,,,yes,,,SADASSAD,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
941238045,4/26/2016 21:14:00,1969614390,4/26/2016 21:10:29,false,clixsense,0.825,35108698,PRT,14,Queluz,5.249.102.96,check_this_box_if_the_response_given_does_not_seem_like_a_legitimate_attempt_to_translate_the_page,check_this_box_if_there_is_text_in_the_photo,1,neodev,Mérida,VEN,4/25/2016 00:19:11,1968219215,200.109.139.45,14,4/25/2016 00:18:55,false,0.8611,939716668,33359708,,,yes,,,SADASSAD,,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
941238046,4/26/2016 21:11:05,1969611811,4/26/2016 21:10:27,false,instagc,0.8715,36187361,VEN,13,Barquisimeto,186.91.173.148,,check_this_box_if_there_is_text_in_the_photo,10,clixsense,Los Mochis,MEX,4/25/2016 00:20:48,1968219841,187.149.10.80,25,4/25/2016 00:18:50,false,0.6667,939716668,36122301,,,yes,,,"So the pretty girl left,
under the sky and above the sea",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
941238046,4/26/2016 21:11:35,1969612333,4/26/2016 21:10:18,false,elite,0.9117,37091425,BRA,"","",191.35.30.224,,check_this_box_if_there_is_text_in_the_photo,10,clixsense,Los Mochis,MEX,4/25/2016 00:20:48,1968219841,187.149.10.80,25,4/25/2016 00:18:50,false,0.6667,939716668,36122301,,,yes,,,"So the pretty girl left,
under the sky and above the sea",,https://raw.githubusercontent.com/holdenmc/BookSmart/master/data/raw_input_data/spanish_books/To_Margarita/To_Margarita_3.jpg
